src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.100.40,192.168.100.1,40033,53,17,2024-09-25 20:25:17,0.005568742752075195,54769.99272166802,359.1474932568395,179.57374662841974,179.57374662841974,1,1,80,225,80,80,80.0,0.0,225,225,225.0,0.0,225,80,152.5,72.5,5256.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,152.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,225.0,0,1,1,80,225
192.168.100.40,192.168.100.1,60870,53,17,2024-09-25 20:25:17,0.0011250972747802734,247978.55816910364,1777.6240728968003,888.8120364484001,888.8120364484001,1,1,80,199,80,80,80.0,0.0,199,199,199.0,0.0,199,80,139.5,59.5,3540.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,139.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.0,199.0,0,1,1,80,199
192.168.100.40,192.168.100.1,40779,53,17,2024-09-25 20:25:17,0.004631757736206055,46634.56344263139,431.80151335769807,215.90075667884904,215.90075667884904,1,1,77,139,77,77,77.0,0.0,139,139,139.0,0.0,139,77,108.0,31.0,961.0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,108.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,139.0,0,1,1,77,139
192.168.100.40,192.168.100.1,54578,53,17,2024-09-25 20:25:17,0.007044792175292969,54792.24800324895,567.7953160958441,283.89765804792205,283.89765804792205,2,2,154,232,77,77,77.0,0.0,139,93,116.0,23.0,139,77,96.5,25.391927851189244,644.75,16,16,8,2,0.0023482640584309897,0.005471706390380859,1.4543533325195312e-05,0.002296795160110538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,96.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,116.0,0,2,2,154,232
192.168.100.40,192.168.100.1,51225,53,17,2024-09-25 20:25:17,0.006209373474121094,45254.16310858547,322.09368760559056,161.04684380279528,161.04684380279528,1,1,94,187,94,94,94.0,0.0,187,187,187.0,0.0,187,94,140.5,46.5,2162.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,140.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0,187.0,0,1,1,94,187
192.168.100.40,192.168.100.1,51350,53,17,2024-09-25 20:25:17,0.008466958999633789,60942.77768704418,472.42463323290065,236.21231661645032,236.21231661645032,2,2,188,328,94,94,94.0,0.0,187,141,164.0,23.0,187,94,129.0,38.59404099080582,1489.5,16,16,8,2,0.002822319666544596,0.007879495620727539,1.3113021850585938e-05,0.003583296276733816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,129.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94.0,164.0,0,2,2,188,328
192.168.100.40,192.168.100.1,36276,53,17,2024-09-25 20:25:18,0.12494015693664551,4017.923558832678,32.01532716201337,16.007663581006685,16.007663581006685,2,2,148,354,74,74,74.0,0.0,234,120,177.0,57.0,234,74,125.5,65.3968653683034,4276.75,16,16,8,2,0.041646718978881836,0.1196603775024414,3.314018249511719e-05,0.05520503195850352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,125.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,177.0,0,2,2,148,354
192.168.100.40,192.168.100.1,47924,53,17,2024-09-25 20:25:18,0.005532741546630859,35063.99103680083,361.48444367835907,180.74222183917954,180.74222183917954,1,1,74,120,74,74,74.0,0.0,120,120,120.0,0.0,120,74,97.0,23.0,529.0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,97.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,120.0,0,1,1,74,120
192.168.100.40,192.168.100.1,48141,53,17,2024-09-25 20:25:18,0.0030395984649658203,150019.81520119225,1315.9632912385284,657.9816456192642,657.9816456192642,2,2,148,308,74,74,74.0,0.0,234,74,154.0,80.0,234,74,114.0,69.2820323027551,4800.0,16,16,8,2,0.0010131994883219402,0.002507925033569336,1.2874603271484375e-05,0.0010769225202816749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,114.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.0,154.0,0,2,2,148,308
192.168.100.40,94.142.38.234,46816,443,6,2024-09-25 20:25:18,0.003393411636352539,59527.11360921802,884.0660437012576,589.3773624675051,294.68868123375256,2,1,128,74,74,54,64.0,10.0,74,74,74.0,0.0,74,54,67.33333333333333,9.428090415820634,88.8888888888889,40,20,20,0,0.0016967058181762695,0.0033800601959228516,1.33514404296875e-05,0.001683354377746582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0.5,67.33333333333333,64240,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.0,74.0,0,2,1,128,74
192.168.100.40,192.168.100.1,43519,53,17,2024-09-25 20:25:18,0.005151510238647461,48335.340213819596,388.2356643680289,194.11783218401445,194.11783218401445,1,1,75,174,75,75,75.0,0.0,174,174,174.0,0.0,174,75,124.5,49.5,2450.25,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,124.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,174.0,0,1,1,75,174
192.168.100.40,192.168.100.1,59426,53,17,2024-09-25 20:25:18,0.005421638488769531,36889.21723834653,368.89217238346527,184.44608619173263,184.44608619173263,1,1,75,125,75,75,75.0,0.0,125,125,125.0,0.0,125,75,100.0,25.0,625.0,8,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.0,125.0,0,1,1,75,125
